Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,Total_units_enrolled,Total_units_approved,Approval_rate,Weighted_avg_grade,Total_units_without_eval,Econ_pressure
1,1,3,9773,1,1,117.0,1,38,19,7,7,110.4,1,0,1,0,0,0,19,0,0,6,7,6,12.166666666666666,0,0,6,10,2,10.333333333333334,0,16.2,0.3,-0.92,Dropout,12,8,0.6666666666666666,78.16666666666667,0,7.289999999999999
1,44,1,9238,1,39,140.0,1,37,19,191,102,136.1,1,0,1,1,0,0,21,0,3,6,8,3,12.0,0,2,6,6,2,12.5,0,12.4,0.5,1.79,Enrolled,12,5,0.4166666666666667,78.25,0,9.3
1,39,1,9254,1,1,170.0,1,37,37,4,6,138.3,0,0,0,1,0,0,33,0,5,10,14,9,12.416666666666666,0,5,9,14,7,13.0,0,10.8,1.4,1.74,Graduate,19,16,0.8421052631578947,130.32456140350877,0,15.12
1,1,2,9085,1,1,157.0,1,3,38,4,6,142.3,0,0,0,1,0,0,18,0,0,5,7,4,12.75,0,0,5,6,4,12.75,0,7.6,2.6,0.32,Graduate,10,8,0.8,70.125,0,19.759999999999998
1,42,1,9500,1,6,141.0,1,37,1,9,4,145.0,0,0,0,1,0,0,21,0,12,21,33,18,14.933333333333334,12,12,21,33,18,14.933333333333334,12,7.6,2.6,0.32,Graduate,42,36,0.8571428571428571,321.06666666666666,24,19.759999999999998
1,1,1,9773,1,1,125.0,1,3,19,2,3,125.7,1,0,0,1,0,0,19,0,0,6,6,6,13.0,0,0,6,7,6,11.666666666666666,0,8.9,1.4,3.51,Graduate,12,12,1.0,83.83333333333333,0,12.459999999999999
4,39,1,9853,1,19,133.1,1,38,19,9,9,108.0,0,0,1,0,0,0,33,0,0,7,7,7,12.857142857142858,0,0,7,8,6,12.666666666666666,0,8.9,1.4,3.51,Enrolled,14,13,0.9285714285714286,96.33333333333333,0,37.379999999999995
2,1,4,9500,1,1,143.0,1,38,38,5,5,128.7,1,0,0,1,0,0,18,0,0,7,10,7,14.455000000000002,0,0,8,8,8,13.91,0,15.5,2.8,-4.06,Graduate,15,15,1.0,108.60366666666668,0,86.8
1,1,1,9670,1,1,142.0,1,1,19,4,4,128.0,0,0,0,1,0,1,18,0,0,6,8,6,14.0,0,0,6,7,6,13.285714285714286,0,11.1,0.6,2.02,Graduate,12,12,1.0,90.64285714285714,0,6.659999999999999
1,1,3,9773,1,1,150.0,1,19,38,4,4,146.5,1,0,0,1,0,1,20,0,0,6,6,6,13.5,0,0,6,7,6,12.666666666666666,0,11.1,0.6,2.02,Graduate,12,12,1.0,87.33333333333333,0,6.659999999999999
1,1,2,9254,1,1,112.0,1,37,37,6,6,106.1,1,0,0,0,0,0,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,12,0,0.0,0.0,0,6.659999999999999
1,17,2,8014,0,1,133.1,1,19,1,1,1,118.0,0,0,0,1,0,1,20,0,0,6,6,6,11.666666666666666,0,0,6,12,5,14.0,0,10.8,1.4,1.74,Graduate,12,11,0.9166666666666666,77.0,0,15.12
1,17,1,9085,1,1,125.0,1,1,37,4,9,117.0,1,0,0,1,0,1,19,0,0,5,6,4,12.0,0,0,5,8,5,13.333333333333334,1,10.8,1.4,1.74,Graduate,10,9,0.9,66.66666666666667,1,15.12
1,1,3,9238,1,1,121.0,1,38,37,8,8,115.4,1,0,0,1,0,1,19,0,0,6,7,6,11.714285714285714,0,0,6,6,6,11.833333333333334,0,13.9,-0.3,0.79,Graduate,12,12,1.0,76.20238095238095,0,-4.17
1,17,3,9238,1,1,133.1,1,41,1,2,3,117.0,1,0,0,1,0,0,21,0,0,6,8,6,12.666666666666666,0,0,6,7,6,12.428571428571429,0,11.1,0.6,2.02,Graduate,12,12,1.0,82.21428571428571,0,6.659999999999999
1,39,1,9085,1,1,133.1,1,3,3,4,2,144.9,1,0,0,1,0,0,26,0,0,6,11,3,11.75,0,0,6,19,4,12.8,0,12.4,0.5,1.79,Enrolled,12,7,0.5833333333333334,76.9,0,6.2
1,17,1,9238,1,1,135.0,1,37,37,8,6,127.0,0,0,0,1,0,0,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout,12,0,0.0,0.0,0,4.859999999999999
1,1,4,9500,1,1,132.0,1,19,38,5,5,118.0,1,0,0,1,0,0,18,0,0,8,8,7,12.328571428571427,0,0,8,8,7,12.328571428571427,0,12.7,3.7,-1.7,Graduate,16,14,0.875,104.79285714285713,0,46.99
5,39,1,9853,1,19,133.1,1,37,37,9,8,118.0,0,0,0,1,0,0,27,0,0,7,14,6,11.666666666666666,0,0,7,10,1,10.0,0,12.4,0.5,1.79,Dropout,14,7,0.5,86.66666666666666,0,12.4
1,43,1,9070,1,1,135.0,1,1,38,3,9,126.4,1,0,0,1,0,1,20,0,5,12,12,12,13.25,0,5,12,12,11,12.727272727272728,0,15.5,2.8,-4.06,Graduate,24,23,0.9583333333333334,165.36363636363637,0,43.4
1,43,1,9670,1,39,110.0,1,19,3,7,10,110.0,0,0,0,1,0,0,21,0,0,6,8,5,11.833333333333334,0,0,6,8,4,13.25,2,16.2,0.3,-0.92,Enrolled,12,9,0.75,77.625,2,4.859999999999999
1,17,1,9556,1,1,133.0,1,38,37,9,9,124.4,1,0,0,1,0,1,18,0,0,7,7,7,13.3,0,0,8,8,8,15.125,0,15.5,2.8,-4.06,Graduate,15,15,1.0,101.16666666666667,0,43.4
1,44,1,9085,1,39,140.0,1,1,19,9,9,140.0,1,0,0,1,0,0,20,0,1,6,13,6,12.555555555555555,0,1,6,11,5,11.8,0,16.2,0.3,-0.92,Enrolled,12,11,0.9166666666666666,81.23333333333333,0,4.859999999999999
1,1,1,9773,1,1,135.0,1,1,19,4,10,129.4,1,0,0,1,0,0,18,0,0,6,6,6,12.833333333333334,0,0,6,7,6,12.166666666666666,0,11.1,0.6,2.02,Graduate,12,12,1.0,83.08333333333333,0,6.659999999999999
1,44,1,9238,1,39,140.0,1,1,1,3,5,141.7,0,0,0,1,0,1,20,0,3,6,6,6,12.833333333333334,0,2,6,6,6,12.833333333333334,0,13.9,-0.3,0.79,Graduate,12,12,1.0,83.41666666666667,0,-4.17
1,1,2,9085,1,1,144.0,1,1,19,4,10,132.1,1,0,0,1,0,1,19,0,0,5,10,3,12.666666666666666,1,0,5,7,3,13.0,0,12.7,3.7,-1.7,Graduate,10,6,0.6,69.83333333333333,1,46.99
1,1,5,9500,1,1,122.0,1,37,3,9,2,116.8,1,0,0,1,0,0,20,0,0,7,8,6,13.271428571428572,0,0,8,8,7,14.471428571428572,0,13.9,-0.3,0.79,Graduate,15,13,0.8666666666666667,100.61809523809525,0,-4.17
1,1,1,9991,0,1,143.0,1,19,37,5,8,135.0,0,0,0,1,0,1,20,0,0,5,5,5,12.4,0,0,5,6,5,12.833333333333334,0,10.8,1.4,1.74,Graduate,10,10,1.0,68.41666666666667,0,15.12
1,44,1,9085,1,39,150.0,1,38,1,5,5,150.0,0,0,0,1,0,0,20,0,0,5,10,2,14.5,1,0,5,7,4,11.25,0,12.7,3.7,-1.7,Enrolled,10,6,0.6,78.125,1,46.99
1,1,3,9238,1,1,124.0,1,19,1,7,10,116.0,1,0,1,1,0,0,19,0,0,6,7,0,0.0,0,0,5,5,0,0.0,0,13.9,-0.3,0.79,Dropout,11,0,0.0,0.0,0,-6.255
1,1,1,9773,1,1,156.0,1,3,3,123,122,155.0,0,0,0,1,0,0,18,0,0,6,7,6,14.285714285714286,0,0,6,8,6,13.25,0,8.9,1.4,3.51,Graduate,12,12,1.0,92.33928571428572,0,12.459999999999999
1,1,1,9085,1,1,142.0,1,38,38,9,10,127.0,1,0,0,1,0,0,18,0,0,5,7,3,12.333333333333334,0,0,5,9,5,12.6,0,10.8,1.4,1.74,Graduate,10,8,0.8,67.96666666666667,0,15.12
1,17,1,9500,1,1,142.0,1,38,37,9,8,130.8,1,0,0,1,0,1,19,0,0,7,10,6,12.583333333333334,0,0,8,8,7,12.671428571428573,0,13.9,-0.3,0.79,Graduate,15,13,0.8666666666666667,94.84142857142858,0,-4.17
1,1,6,9500,1,1,126.0,1,12,37,5,9,121.8,1,0,0,1,0,0,19,0,0,7,8,6,13.731666666666667,0,0,8,10,7,13.771428571428572,0,12.4,0.5,1.79,Dropout,15,13,0.8666666666666667,103.46642857142858,0,6.2
1,39,1,9003,1,19,133.1,1,37,37,9,4,140.0,0,0,0,1,1,0,43,0,0,6,8,6,12.875,0,0,6,14,5,12.142857142857142,0,16.2,0.3,-0.92,Enrolled,12,11,0.9166666666666666,83.32142857142857,0,7.289999999999999
2,42,1,9070,1,1,170.0,1,37,25,0,4,148.5,0,0,0,1,1,0,47,0,8,10,14,8,14.625,0,5,7,7,5,13.4,0,9.4,-0.8,-3.12,Dropout,17,13,0.7647058823529411,151.76764705882354,0,-22.560000000000002
1,42,1,9147,1,1,130.0,1,34,34,99,99,109.8,1,0,0,0,1,0,23,0,0,3,3,0,0.0,0,0,2,2,0,0.0,0,7.6,2.6,0.32,Dropout,5,0,0.0,0.0,0,29.639999999999997
1,1,1,9238,1,1,133.0,41,19,19,9,9,119.7,1,0,1,1,0,1,19,1,0,6,8,6,12.666666666666666,0,0,6,7,6,12.666666666666666,0,8.9,1.4,3.51,Graduate,12,12,1.0,82.33333333333333,0,18.689999999999998
1,42,1,9500,1,1,122.0,1,3,3,2,2,122.0,1,0,0,1,0,0,20,0,0,8,11,6,12.491666666666667,0,0,8,11,6,12.491666666666667,0,12.7,3.7,-1.7,Graduate,16,12,0.75,106.17916666666667,0,46.99
1,1,1,171,1,1,138.0,1,1,3,4,4,147.5,1,0,0,1,0,1,19,0,6,12,12,12,13.666666666666666,0,4,11,12,11,14.166666666666666,0,8.9,1.4,3.51,Graduate,23,23,1.0,170.7753623188406,0,12.459999999999999
1,17,1,9085,1,1,163.0,14,37,37,9,9,150.8,1,0,0,1,0,0,19,1,0,6,13,6,16.0,0,0,6,8,6,14.5,0,15.5,2.8,-4.06,Graduate,12,12,1.0,103.25,0,43.4
1,44,1,9085,1,39,150.0,1,19,37,4,7,150.0,1,0,0,1,0,0,19,0,2,6,8,6,14.142857142857142,0,1,6,7,6,13.0,0,13.9,-0.3,0.79,Graduate,12,12,1.0,91.35714285714286,0,-4.17
1,39,1,8014,0,19,133.1,1,19,19,144,141,131.5,0,0,1,1,0,1,39,0,0,6,9,6,11.833333333333334,0,0,6,9,4,13.75,0,11.1,0.6,2.02,Graduate,12,10,0.8333333333333334,77.875,0,9.989999999999998
1,1,1,9070,1,1,144.0,1,1,1,3,5,127.2,1,0,0,1,0,1,20,0,0,6,6,6,12.666666666666666,0,0,6,8,6,13.0,0,10.8,1.4,1.74,Graduate,12,12,1.0,82.5,0,15.12
1,17,1,9070,1,1,118.0,1,38,19,9,3,111.0,1,0,0,1,0,0,21,0,0,6,6,6,12.5,0,0,6,6,6,12.666666666666666,0,7.6,2.6,0.32,Graduate,12,12,1.0,81.33333333333333,0,19.759999999999998
1,43,5,9238,1,1,101.0,24,37,19,9,7,119.9,1,0,1,0,0,0,22,1,5,11,16,9,10.88888888888889,0,2,10,20,4,11.25,1,9.4,-0.8,-3.12,Graduate,21,13,0.6190476190476191,125.13492063492065,1,-11.280000000000001
1,1,2,9773,1,1,133.0,1,19,38,5,0,133.7,1,0,0,1,0,0,19,0,0,6,11,1,13.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout,11,1,0.09090909090909091,78.0,0,19.759999999999998
1,17,1,9670,1,1,133.1,1,1,19,141,114,140.0,1,0,0,1,0,0,22,0,0,6,6,6,15.166666666666666,0,0,6,6,6,16.0,0,13.9,-0.3,0.79,Graduate,12,12,1.0,99.0,0,-4.17
1,5,2,9853,1,1,124.0,1,19,19,3,3,113.9,1,0,0,1,0,1,19,0,0,6,8,6,12.666666666666666,0,0,6,7,6,12.0,0,12.7,3.7,-1.7,Graduate,12,12,1.0,82.0,0,46.99
1,1,1,171,1,1,127.0,1,37,38,9,9,120.7,1,0,1,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout,0,0,0.0,0.0,0,44.459999999999994
5,39,1,9147,1,1,133.1,1,19,19,9,9,119.8,0,0,0,1,1,0,26,0,0,5,9,5,12.0,0,0,5,5,5,10.2,0,11.1,0.6,2.02,Enrolled,10,10,1.0,65.1,0,19.979999999999997
1,39,1,9991,0,1,110.0,1,37,37,9,9,121.8,0,0,0,0,1,0,36,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,10,0,0.0,0.0,0,70.485
1,18,1,171,1,1,110.0,1,19,2,5,5,117.7,1,0,1,1,1,1,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Graduate,0,0,0.0,0.0,0,13.950000000000001
2,39,1,9147,1,1,160.0,1,37,37,9,7,110.0,0,0,0,1,1,0,30,0,0,5,8,2,11.0,0,0,5,6,4,11.5,0,15.5,2.8,-4.06,Dropout,10,6,0.6,60.75,0,130.2
1,43,1,9003,1,1,120.0,1,1,1,4,10,134.4,0,0,0,1,1,0,24,0,0,6,7,6,15.714285714285714,0,0,6,10,6,15.9,0,15.5,2.8,-4.06,Dropout,12,12,1.0,102.23571428571428,0,65.1
1,1,1,9147,1,1,133.1,1,34,34,0,0,125.3,0,0,0,1,1,0,26,0,11,15,15,11,10.818181818181818,0,12,14,15,11,11.636363636363637,1,7.6,2.6,0.32,Dropout,29,22,0.7586206896551724,167.89028213166145,1,29.639999999999997
1,1,1,9147,1,1,132.0,1,19,38,9,7,119.1,0,0,0,0,1,0,19,0,0,5,16,1,12.0,0,0,5,6,0,0.0,0,13.9,-0.3,0.79,Dropout,10,1,0.1,60.0,0,-6.255
5,39,1,9238,1,1,130.0,1,19,38,9,10,146.0,0,0,0,1,1,0,34,0,0,6,8,5,12.6,0,0,6,11,4,11.25,0,12.4,0.5,1.79,Graduate,12,9,0.75,81.225,0,18.6
1,43,1,9130,1,1,130.0,1,1,1,1,1,130.0,1,0,0,1,1,0,33,0,0,5,12,1,13.0,2,0,5,7,3,14.0,0,9.4,-0.8,-3.12,Enrolled,10,4,0.4,72.0,2,-11.280000000000001
1,17,6,9147,1,1,129.0,1,19,1,9,4,122.0,1,0,0,1,1,0,19,0,0,5,8,5,11.6,1,0,5,10,4,10.75,0,9.4,-0.8,-3.12,Graduate,10,9,0.9,63.375,1,-11.280000000000001
1,17,5,9119,1,1,130.0,1,19,1,4,5,118.1,1,0,1,0,1,0,26,0,0,5,11,1,10.0,0,0,5,14,1,11.0,0,8.9,1.4,3.51,Dropout,10,2,0.2,55.5,0,28.034999999999997
1,39,1,9670,1,1,140.0,1,38,37,7,7,105.2,0,0,0,1,1,0,29,0,0,6,7,1,14.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout,12,1,0.08333333333333333,84.0,0,7.289999999999999
1,17,5,9119,1,1,131.0,1,19,37,9,7,123.3,1,0,0,1,1,1,19,0,0,5,9,5,12.6,0,0,5,8,2,12.5,0,8.9,1.4,3.51,Dropout,10,7,0.7,69.25,0,18.689999999999998
1,17,1,171,1,1,129.0,1,1,1,9,9,124.8,1,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Dropout,0,0,0.0,0.0,0,70.485
1,39,1,9991,0,19,133.1,1,19,37,9,9,149.4,0,0,0,0,1,0,29,0,0,5,11,2,11.333333333333334,0,0,5,9,1,12.0,0,11.1,0.6,2.02,Dropout,10,3,0.3,62.66666666666667,0,9.989999999999998
1,43,1,9254,1,1,112.0,1,37,37,9,9,108.5,0,0,0,1,1,0,21,0,0,6,6,6,12.666666666666666,0,0,6,7,5,11.4,0,9.4,-0.8,-3.12,Graduate,12,11,0.9166666666666666,81.7,0,-11.280000000000001
1,17,1,9254,1,1,119.0,1,1,1,4,10,125.0,0,0,0,1,1,0,19,0,0,6,7,5,10.8,0,0,6,10,2,10.5,0,10.8,1.4,1.74,Enrolled,12,7,0.5833333333333334,70.05000000000001,0,22.68
1,1,1,9500,1,1,133.1,1,38,38,5,10,101.0,0,0,0,1,1,0,20,0,0,7,14,5,12.87857142857143,0,0,8,15,7,11.85625,0,15.5,2.8,-4.06,Graduate,15,12,0.8,96.47333333333334,0,65.1
1,1,1,9085,1,1,123.0,1,3,1,2,5,112.9,0,0,0,1,1,0,18,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,10,0,0.0,0.0,0,29.639999999999997
1,17,3,9070,1,1,131.0,1,38,37,5,5,120.2,1,0,0,1,1,0,18,0,0,6,6,6,12.833333333333334,0,0,6,8,5,11.4,0,15.5,2.8,-4.06,Enrolled,12,11,0.9166666666666666,82.7,0,65.1
1,1,1,9147,1,1,120.0,1,34,34,99,99,111.6,0,0,1,1,1,1,21,0,0,5,5,5,12.6,0,0,5,9,3,12.833333333333334,0,10.8,1.4,1.74,Enrolled,10,8,0.8,69.41666666666667,0,34.019999999999996
1,1,1,9147,1,1,125.0,1,1,1,4,2,134.1,1,0,0,1,1,0,20,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout,10,0,0.0,0.0,0,18.689999999999998
1,39,1,9119,1,1,133.1,1,37,37,9,9,101.6,0,0,0,1,1,1,30,0,0,5,11,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,10,0,0.0,0.0,0,70.485
1,18,2,9670,1,1,121.0,1,37,38,4,1,111.9,1,0,0,1,1,0,19,0,0,6,6,6,14.166666666666666,0,0,6,6,6,14.0,0,13.9,-0.3,0.79,Graduate,12,12,1.0,92.0,0,-6.255
1,51,1,9147,1,1,148.0,1,1,19,9,6,118.4,1,0,0,1,1,0,30,0,0,5,7,5,13.4,0,0,5,7,4,13.25,0,8.9,1.4,3.51,Dropout,10,9,0.9,73.625,0,18.689999999999998
1,1,1,9147,1,1,139.0,1,38,1,5,5,127.1,1,0,0,1,1,1,22,0,0,5,8,5,11.2,0,0,5,13,4,11.25,0,12.7,3.7,-1.7,Graduate,10,9,0.9,61.625,0,70.485
1,17,3,171,1,1,125.0,1,37,37,5,10,120.5,1,0,0,1,1,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Graduate,0,0,0.0,0.0,0,9.3
1,17,4,9070,1,1,128.0,1,1,1,9,10,136.1,1,0,1,0,1,0,19,0,0,6,6,6,12.666666666666666,0,0,6,8,5,11.8,0,11.1,0.6,2.02,Dropout,12,11,0.9166666666666666,81.9,0,14.984999999999998
1,17,2,9670,1,1,132.0,1,1,19,5,3,124.0,1,0,0,1,1,0,21,0,0,5,7,3,12.333333333333334,0,0,5,5,4,11.25,0,7.6,2.6,0.32,Dropout,10,7,0.7,67.29166666666667,0,29.639999999999997
1,17,4,9085,1,1,137.0,1,38,38,151,151,141.6,0,0,0,1,1,0,21,0,0,5,7,4,12.25,0,0,5,7,5,12.0,0,7.6,2.6,0.32,Graduate,10,9,0.9,67.25,0,29.639999999999997
1,44,1,171,1,39,160.0,1,19,38,9,9,160.0,1,0,1,1,1,1,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout,0,0,0.0,0.0,0,97.64999999999999
1,39,1,9147,1,1,120.0,1,1,19,4,7,110.0,0,0,0,1,1,0,27,0,0,5,13,3,10.75,0,0,5,9,3,10.333333333333334,0,15.5,2.8,-4.06,Dropout,10,6,0.6,58.916666666666664,0,65.1
1,43,1,33,1,1,134.0,1,37,37,1,1,100.0,1,0,0,1,1,0,32,0,0,7,7,0,0.0,0,0,7,8,0,0.0,0,13.9,-0.3,0.79,Dropout,14,0,0.0,0.0,0,-6.255
1,39,1,9670,1,12,133.1,1,37,1,9,3,120.0,0,0,1,0,1,0,40,0,0,6,13,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout,12,0,0.0,0.0,0,97.64999999999999
1,1,2,9147,1,1,116.0,1,37,1,5,3,124.8,1,0,0,1,1,0,20,0,0,5,9,2,14.333333333333334,0,0,5,10,2,12.5,0,7.6,2.6,0.32,Enrolled,10,4,0.4,77.91666666666667,0,29.639999999999997
1,44,1,9130,1,39,140.0,1,4,4,2,10,140.0,1,0,0,1,1,0,20,0,1,5,8,2,11.5,0,1,5,13,2,11.5,0,12.7,3.7,-1.7,Dropout,10,4,0.4,63.25,0,70.485
1,1,3,171,1,1,140.0,1,37,37,9,9,124.3,1,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate,0,0,0.0,0.0,0,29.639999999999997
1,43,1,9147,1,1,122.0,1,1,38,1,7,118.9,0,0,0,1,1,0,21,0,0,5,11,2,10.5,0,0,5,13,0,0.0,0,12.7,3.7,-1.7,Dropout,10,2,0.2,52.5,0,70.485
1,17,1,9670,1,1,141.0,1,19,37,5,8,130.2,0,0,0,1,1,0,18,0,0,6,6,6,13.5,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout,12,6,0.5,81.0,0,70.485
1,44,1,9003,1,1,120.0,1,1,3,144,123,120.0,0,0,0,1,1,0,19,0,0,6,17,1,11.0,0,0,6,19,0,0.0,0,16.2,0.3,-0.92,Enrolled,12,1,0.08333333333333333,66.0,0,7.289999999999999
5,7,1,9070,1,3,140.0,1,37,37,7,7,140.0,0,0,0,0,1,0,30,0,0,6,6,1,10.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout,12,1,0.08333333333333333,60.0,0,130.2
1,39,1,9003,1,12,133.1,1,19,1,9,1,130.0,0,0,0,1,1,0,29,0,0,6,17,0,0.0,2,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout,12,0,0.0,0.0,2,65.1
1,17,2,9119,1,1,137.0,1,1,1,4,4,130.4,1,0,1,1,1,0,18,0,0,5,10,1,12.0,0,0,5,7,3,10.666666666666666,2,7.6,2.6,0.32,Dropout,10,4,0.4,65.33333333333333,2,44.459999999999994
1,1,2,9670,1,1,122.0,1,1,1,9,9,116.1,1,0,0,1,1,1,18,0,0,5,6,4,12.25,0,0,5,5,5,12.2,0,9.4,-0.8,-3.12,Dropout,10,9,0.9,67.35,0,-11.280000000000001
1,44,1,9003,1,39,130.0,1,1,1,3,10,130.0,0,0,0,1,1,0,22,0,4,10,21,5,11.4,1,2,7,13,6,11.666666666666666,0,15.5,2.8,-4.06,Dropout,17,11,0.6470588235294118,118.80392156862744,1,65.1
1,43,2,9991,0,1,140.0,1,37,37,5,5,124.3,1,0,0,0,1,0,27,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,10,0,0.0,0.0,0,70.485
1,17,6,9670,1,1,125.0,1,38,1,9,7,125.0,1,0,0,1,1,0,20,0,0,6,8,4,14.25,0,0,6,10,5,14.0,0,10.8,1.4,1.74,Graduate,12,9,0.75,92.5,0,22.68
1,51,1,8014,0,2,110.0,1,19,38,9,10,110.0,0,0,0,1,1,0,42,0,8,12,12,11,14.454545454545457,0,7,11,11,10,14.2,0,11.1,0.6,2.02,Graduate,23,21,0.9130434782608695,180.2458498023716,0,9.989999999999998
1,1,1,9003,1,1,133.1,1,38,38,4,8,115.0,0,0,1,1,1,0,21,0,8,12,13,12,14.538461538461538,0,4,12,14,12,14.461538461538462,0,15.5,2.8,-4.06,Graduate,24,24,1.0,181.69230769230768,0,97.64999999999999
1,43,1,9500,1,1,132.0,1,1,38,7,7,129.6,0,1,0,1,1,0,23,0,0,7,10,6,12.733333333333334,0,0,8,10,7,11.95,0,16.2,0.3,-0.92,Graduate,15,13,0.8666666666666667,95.50666666666667,0,7.289999999999999
1,51,1,9070,1,1,122.0,1,38,38,9,9,128.8,1,0,0,1,1,0,21,0,4,12,13,5,13.2,0,4,12,12,4,13.5,0,8.9,1.4,3.51,Dropout,24,9,0.375,165.14999999999998,0,18.689999999999998
1,1,3,171,1,1,155.0,1,4,3,1,1,144.2,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate,0,0,0.0,0.0,0,70.485
2,39,1,9238,1,1,120.0,1,37,37,7,7,134.0,0,0,0,1,1,1,40,0,0,6,7,6,12.333333333333334,0,0,6,10,4,12.75,0,8.9,1.4,3.51,Dropout,12,10,0.8333333333333334,80.375,0,37.379999999999995
1,43,1,9147,1,1,129.0,1,19,1,9,5,112.0,0,0,0,1,1,0,22,0,5,9,9,5,11.2,0,5,9,14,7,11.25,2,12.7,3.7,-1.7,Dropout,18,12,0.6666666666666666,106.425,2,70.485
1,1,2,9500,1,1,144.0,1,38,37,9,9,128.8,1,0,0,1,1,0,19,0,0,7,7,6,13.2,0,0,7,7,6,13.2,0,7.6,2.6,0.32,Graduate,14,12,0.8571428571428571,98.99999999999999,0,29.639999999999997
1,39,1,9119,1,1,130.0,1,19,37,9,9,134.0,0,0,0,1,1,1,24,0,0,5,8,5,11.833333333333334,0,0,5,8,4,14.0,0,12.7,3.7,-1.7,Enrolled,10,9,0.9,66.16666666666667,0,70.485
1,1,1,9254,1,1,133.1,1,3,1,2,4,125.0,0,0,0,1,1,0,21,0,0,6,10,5,11.333333333333334,0,0,6,14,2,11.5,0,12.7,3.7,-1.7,Enrolled,12,7,0.5833333333333334,73.75,0,70.485
1,17,4,9119,1,1,133.0,1,3,1,9,3,123.2,1,0,0,1,1,0,18,0,0,5,5,5,13.6,0,0,5,6,5,14.6,0,8.9,1.4,3.51,Graduate,10,10,1.0,75.3,0,18.689999999999998
1,17,3,9119,1,1,131.0,1,37,37,9,7,118.4,0,0,0,1,1,0,18,0,0,5,10,0,0.0,0,0,5,10,2,11.5,4,7.6,2.6,0.32,Dropout,10,2,0.2,5.75,4,29.639999999999997
1,51,1,9670,1,1,133.1,1,3,1,3,10,116.2,0,0,0,1,1,0,24,0,0,6,11,5,12.857142857142858,0,0,6,12,5,13.666666666666666,0,11.1,0.6,2.02,Dropout,12,10,0.8333333333333334,83.97619047619047,0,9.989999999999998
1,39,1,9119,1,1,133.1,1,37,19,9,3,123.0,0,0,0,1,1,1,28,0,0,5,16,3,14.333333333333334,0,0,5,9,5,12.428571428571429,0,9.4,-0.8,-3.12,Enrolled,10,8,0.8,77.88095238095238,0,-11.280000000000001
1,17,1,9670,1,1,118.0,1,19,38,7,9,113.5,1,0,0,1,0,1,19,0,0,6,9,5,13.5,0,0,6,6,6,14.0,0,12.4,0.5,1.79,Graduate,12,11,0.9166666666666666,88.0,0,6.2
1,51,1,9085,1,40,120.0,1,3,3,4,2,125.0,0,0,0,1,0,0,28,0,0,6,8,6,14.428571428571429,0,0,6,12,4,15.6,0,11.1,0.6,2.02,Enrolled,12,10,0.8333333333333334,94.37142857142857,0,6.659999999999999
